Id,Endpoint,Code,TestDir,DataSize,AppBufferSize,FileStreamBufferSize,ClientElapsedMs,ServerElapsedMs
c3228f38-2268-4da0-b7c2-263b95720e89,,,HOME,67108864,2097152,81920,3797.2621,3729.4066
3dafa01b-ddf5-416a-9122-87fd8c3e7061,,,HOME,67108864,2097152,81920,3825.4959,3750.4946
b9eea4e4-c756-46f2-9e1e-2441011b90a9,,,HOME,67108864,2097152,81920,3372.7327,3340.1907
25f89c88-539a-4bd7-b993-a14fae51cd10,,,HOME,67108864,2097152,81920,3921.1297,3883.8533
57b28746-d172-4778-8e46-53ba26da969a,,,HOME,67108864,2097152,81920,5826.7809,5794.393
35db10c1-50a0-4577-8a58-dae645df9e6c,,,HOME,67108864,2097152,81920,3588.8379,3561.0633
8dffca32-184e-4844-8016-185242740870,,,HOME,67108864,2097152,81920,3451.9579,3415.474
1bb5cf68-e202-40ff-bf58-41659453da4f,,,HOME,67108864,2097152,4096,3170.6517,3143.7661
4ea71a67-f354-4b95-8108-d3b3105cafe7,,,HOME,67108864,2097152,4096,3695.0324,3665.575
b76a948c-d42f-4675-a164-30b2f2be40e0,,,HOME,67108864,2097152,4096,3283.8374,3246.6743
71503648-3aaa-49ff-b8d9-55b44451f835,,,HOME,67108864,2097152,4096,3268.6835,3210.2831
a8f021e5-65ca-44b0-a669-0f0e918d8918,,,HOME,67108864,2097152,4096,3817.6058,3791.4972
1caa6c59-fe33-4ccd-a0bc-3df5be4d8f45,,,HOME,67108864,2097152,4096,3450.3465,3408.2963
2bf0e8c0-b4fc-4393-a432-3d1aff7adab4,,,HOME,67108864,2097152,4096,4000.2277,3963.1185
a946e1f1-7c39-445a-992e-2abf0dd251af,,,HOME,67108864,2097152,4096,4001.9373,3975.5284
ecb60d41-fd04-426c-b95f-410089335f90,,,HOME,67108864,2097152,4096,3916.8465,3869.7751
6ee2769f-1ff1-4ee2-8b3e-3dd75d27af2f,,,HOME,67108864,2097152,4096,3757.5822,3720.9207
03e46978-d093-49bb-802c-45b72c6ab827,,,HOME,67108864,2097152,1,3836.9222,3722.4332
1077c8d7-9b04-4722-8e5f-b7e6efc697b4,,,HOME,67108864,2097152,1,5886.9634,5846.3897
059bd96c-5f92-446c-bc45-59fb376d7652,,,HOME,67108864,2097152,1,5594.5097,5514.8597
5c5f0cb2-b028-499c-ab61-8a12da55dee8,,,HOME,67108864,2097152,1,5634.5839,5592.3613
1910d057-7a21-4715-b719-229dd9bc8245,,,HOME,67108864,2097152,1,3781.63,3752.1046
a9552bec-6239-49f0-8468-b04ac622123b,,,HOME,67108864,2097152,1,4021.0242,3987.0087
2f7e5a32-d34a-4d28-a5e1-96680639e0da,,,HOME,67108864,2097152,1,3886.7868,3846.3341
9cceae2b-f653-4f5a-b5b7-5561706aa593,,,HOME,67108864,2097152,1,5826.6048,5799.4345
36a26aa5-ce1a-4419-9aea-716e5b736b29,,,HOME,67108864,2097152,1,4046.4256,4014.1099
ac0c8d79-25c6-4d18-a6b4-af8f96d4ab3a,,,HOME,67108864,2097152,1,5316.8132,5276.5395
8ef184b8-236a-40e9-b98a-6c3eabc60ba1,,,HOME,67108864,1048576,4194304,2924.4399,2878.0718
c182a67e-c0d3-46e8-bbd9-1153679bba9d,,,HOME,67108864,1048576,4194304,1335.4071,1306.0185
acf0c704-7cfa-4543-a2ca-d359029480cf,,,HOME,67108864,1048576,4194304,2754.0544,2714.6799
ca7f09cb-af7a-49fa-a7d5-e2d545344a39,,,HOME,67108864,1048576,4194304,1482.0333,1305.6393
5916b1f6-798b-4b67-9c7e-17eb68df438c,,,HOME,67108864,1048576,4194304,2761.3702,2734.626
5c14f44f-accd-481b-a1bf-d053bbbb99a2,,,HOME,67108864,1048576,4194304,3250.9345,3217.659
464c32d2-7136-4f54-8cae-c61b4db15d6a,,,HOME,67108864,1048576,4194304,1332.8642,1303.2883
9fff2358-f66a-45b1-96d6-b3ffc8fab183,,,HOME,67108864,1048576,4194304,1351.7192,1321.9964
fe2dfdbc-4524-473b-924b-bf6dab7744ee,,,HOME,67108864,1048576,4194304,1316.2804,1276.2735
8f738946-c3c5-4a71-9aee-92d421d6e5d4,,,HOME,67108864,1048576,4194304,1370.2204,1344.36
0e95ae9b-4cfd-4e2b-bba9-dadd6586e3db,,,HOME,67108864,1048576,1048576,6326.5634,6297.3781
ef618108-1594-4d87-922d-11ec616d8e57,,,HOME,67108864,1048576,1048576,5943.2324,5908.546
014f47f4-705f-4a42-8437-6b8ac8cb7f57,,,HOME,67108864,1048576,1048576,4073.6958,4038.3149
a8b3352b-40e8-42ba-933a-22979e862ec7,,,HOME,67108864,1048576,1048576,5884.6658,5840.3764
71e72489-e627-4c27-8a3b-395abf8c32f4,,,HOME,67108864,1048576,1048576,4050.4237,4019.8133
cc884dfa-487d-4757-94fb-6f90557f0526,,,HOME,67108864,1048576,1048576,6425.928,5788.0199
a35a319c-f33a-47cc-9f8e-24887ad460f9,,,HOME,67108864,1048576,1048576,7550.067,6826.171
faa62b36-3ebc-4b19-b5b9-09fa3d0d0f28,,,HOME,67108864,1048576,1048576,6315.5573,6269.663
a0f97bee-7fd8-446f-8e9d-d0f08adfb405,,,HOME,67108864,1048576,1048576,6088.219,6020.7589
e270e894-e46b-46e1-84a9-2c3ffc5e238c,,,HOME,67108864,1048576,1048576,4010.7612,3957.1777
a67de518-3dac-49dd-bab9-bf2c0bd02f3c,,,HOME,67108864,1048576,81920,5933.8573,5796.8994
d7f4e759-6a6b-4288-aa6e-d85c5ffb63b9,,,HOME,67108864,1048576,81920,5924.0752,5843.6044
52581517-01b2-438a-a30b-81e899929e04,,,HOME,67108864,1048576,81920,4480.6007,4441.7335
b6b4d593-64c8-4d1e-869b-8c785a8ad55c,,,HOME,67108864,1048576,81920,6275.1321,6247.8277
bf720c10-0ec5-4eff-a087-e15006069a88,,,HOME,67108864,1048576,81920,4401.6683,3949.0373
f603ac66-273d-42b1-8463-3d8837023f8a,,,HOME,67108864,1048576,81920,6263.1356,5934.289
8fe81582-a5d4-4e2d-9af3-08694520bebe,,,HOME,67108864,1048576,81920,5790.206,5736.6129
2a49f58d-c51e-4fe5-a90b-b7f61781e8cd,,,HOME,67108864,1048576,81920,4023.815,3997.2089
02507aa1-c208-4618-b4f0-7804a6837577,,,HOME,67108864,1048576,81920,5392.3831,5359.6991
5135625f-0ba7-425c-b82c-a847386da1f2,,,HOME,67108864,1048576,81920,3993.5936,3951.8565
e09800cd-ed4c-454c-80e7-c063dfe3b458,,,HOME,67108864,1048576,4096,5839.283,5810.9702
66180c1c-8768-4f21-a03e-d76878f3de92,,,HOME,67108864,1048576,4096,7556.2135,7528.0984
0f48c455-3589-4471-8289-2df70daa98a0,,,HOME,67108864,1048576,4096,4043.7418,4005.2589
323fcceb-a154-4b6b-826c-0c1c04132e0c,,,HOME,67108864,1048576,4096,6264.7413,6224.4897
637b55ac-04c6-4b30-be2c-31b3968f9751,,,HOME,67108864,1048576,4096,6192.2428,6152.788
40ffc099-5721-4eda-9920-842a502f138f,,,HOME,67108864,1048576,4096,5877.4683,5843.8487
c09787f9-6ef4-4bd1-9e97-c6d1af203420,,,HOME,67108864,1048576,4096,6109.5051,6069.4235
f1443795-4963-4ca8-859f-b449a9d46ede,,,HOME,67108864,1048576,4096,5863.7684,5834.5537
0216f2e5-d3e2-4567-a0d9-f46267f046b5,,,HOME,67108864,1048576,4096,6405.9574,6359.8971
18cfdb19-d9d2-45f6-bc7e-911308813cba,,,HOME,67108864,1048576,4096,3657.415,3618.8415
c5f9b196-920c-4692-965c-2b2d0e5517bb,,,HOME,67108864,1048576,1,5862.36,5822.9959
d403b43b-fa5d-4d3d-9e2f-fe1e9cda9013,,,HOME,67108864,1048576,1,4025.9137,3993.8091
20b99bba-9332-4a9a-a9e4-435de9e83a13,,,HOME,67108864,1048576,1,5817.5749,5788.6301
cf902a04-36dc-472d-8ead-703ac97f7a37,,,HOME,67108864,1048576,1,5871.1359,5834.6657
59ce530d-62ba-4e90-bc79-2b05761651a2,,,HOME,67108864,1048576,1,5744.6597,5709.1763
c0f9cd55-3192-4846-abfb-7a8558c6aad3,,,HOME,67108864,1048576,1,5717.579,5667.5285
e3d0f81d-2a4c-47cf-9988-80b1858277e4,,,HOME,67108864,1048576,1,6043.9371,5760.6946
a64beab7-fee7-4467-b3b7-24ba5337177e,,,HOME,67108864,1048576,1,6197.5531,5535.5637
a4c412f8-8f6d-432e-8169-bd92b6833cee,,,HOME,67108864,1048576,1,5627.0745,5400.4592
61ced73a-4917-4fa2-a916-dedf1264747c,,,HOME,67108864,1048576,1,4311.652,4258.8687
acfee971-d62d-445f-a665-aab9b2edbe11,,,HOME,67108864,81920,4194304,3197.8215,3166.3093
6932c8d8-9b22-440a-9555-bb4800a4cb13,,,HOME,67108864,81920,4194304,3110.3097,3075.2878
b06225d0-77d4-499e-979f-b500d38d74a4,,,HOME,67108864,81920,4194304,3275.0633,3233.1681
6685507d-2bc0-4022-8a0c-9467b796d25c,,,HOME,67108864,81920,4194304,3273.2623,3245.8952
8c6e97ce-2cde-4abd-af23-c171198f6bfd,,,HOME,67108864,81920,4194304,3427.1314,3385.6861
e9d936a7-0861-4bba-a051-b51f74930df4,,,HOME,67108864,81920,4194304,3640.9767,3592.9884
e3418c5b-74b2-42b5-9b7d-d1822f8eb44b,,,HOME,67108864,81920,4194304,4183.6099,4151.5788
200c7d9a-f9b0-44ea-99a1-d4b366eacc30,,,HOME,67108864,81920,4194304,3256.7514,3230.6288
4d7b4909-6830-41fb-946a-6371e7ffad00,,,HOME,67108864,81920,4194304,3803.2883,3766.4723
23075802-53c5-4d18-96f3-da19bb170396,,,HOME,67108864,81920,4194304,3929.9694,3904.9322
51778b87-651b-48c4-9496-c434580479e9,,,HOME,67108864,81920,81920,22433.9969,22214.2052
88033986-4f7e-43d4-9894-14838d7a8581,,,HOME,67108864,81920,81920,22894.7823,20705.7061
f79b9d23-b022-4999-8c23-523192854ad1,,,HOME,67108864,81920,81920,21381.36,21333.4718
a144311c-c5a8-454d-8599-ffaacb8abb50,,,HOME,67108864,81920,81920,26134.4279,26075.7654
994f4b1f-62b0-4b01-b917-a4f5ad0bb97b,,,HOME,67108864,81920,81920,29401.2537,29360.9971
bdff3b8a-46ca-4914-8a0c-7ce4690c1270,,,HOME,67108864,81920,81920,25611.5066,25557.5479
bb56f6c0-d29e-466b-ade4-8ea4c74e1ed3,,,HOME,67108864,81920,81920,27786.2008,27669.1525
9a382fd3-5234-4e49-a719-d94cba3a011f,,,HOME,67108864,81920,81920,37424.5198,37368.3353
2055dc2a-57ce-4974-84a1-eac1134574f4,,,HOME,67108864,81920,81920,28995.9578,28943.4987
5dab21a2-1df0-4e54-b107-ba99e4de0c55,,,HOME,67108864,81920,81920,24096.0074,24051.7663
dd033bbc-87da-4028-b33b-1f55f222dbe3,,,HOME,67108864,81920,4096,24362.2235,24307.5494
d2ad3a2d-376c-4be5-9ef0-b8c43ee201e7,,,HOME,67108864,81920,4096,31730.6012,31688.3812
c102d8d5-0052-4ed8-9b94-a0476be0deda,,,HOME,67108864,81920,4096,27001.2925,26947.7265
429fe50f-9c59-4513-860b-0975c31defa6,,,HOME,67108864,81920,4096,42739.9632,42571.9254
3b072a85-e4d2-4059-a55a-a940ec115fdd,,,HOME,67108864,81920,4096,23448.5522,23382.6713
96f01ce1-e759-4da0-b848-f2ce88b25fcc,,,HOME,67108864,81920,4096,23072.5735,23027.0916
43e8f2f5-8bdc-4ae0-842a-57bc32fabab7,,,HOME,67108864,81920,4096,24274.8362,24215.454
02b816be-18e2-4894-83d3-a066ea3faf39,,,HOME,67108864,81920,4096,23142.7812,23098.7278
52d8485d-5195-4da6-b55f-c7399532a5f8,,,HOME,67108864,81920,4096,22793.382,22742.0986
40abe33f-161a-456c-8b08-b3a135ae4389,,,HOME,67108864,81920,4096,27859.1262,27817.2156
2553c363-e58e-4637-92e5-ebb1725669a8,,,HOME,67108864,81920,1,28609.2024,28553.3183
0376015b-4b82-4694-af31-aa973b5c3dbe,,,HOME,67108864,81920,1,28101.0743,27282.7208
eeed68f4-0aa6-4c9f-b2d5-70138b9328b8,,,HOME,67108864,81920,1,25000.5356,24932.5957
d46fc772-b5c5-4d91-beb9-c9823f4c1cc1,,,HOME,67108864,81920,1,24229.6567,24188.5815
12d5d385-ecba-4a31-85c2-a685517eb7e9,,,HOME,67108864,81920,1,24102.7965,24042.5496
573b9451-9bb1-463f-8357-f306b2e61307,,,HOME,67108864,81920,1,22803.6131,22761.3424
316fc467-cb10-4bf9-9f24-13890b4ba1ac,,,HOME,67108864,81920,1,23991.2068,23930.0445
c6851835-0024-4773-82c2-75109724137b,,,HOME,67108864,81920,1,23070.7889,23033.7543
aa557e10-db9d-429b-a551-db476e001144,,,HOME,67108864,81920,1,26860.8203,26808.8559
3851a2dc-1651-415c-80d6-77911a0a8e8b,,,HOME,67108864,81920,1,22717.0847,22677.2458
6baf649e-b28e-4cb5-8526-8b45adb6e2c9,,,HOME,67108864,4096,4194304,2663.2156,2605.7924
9f06a17e-b45e-44d2-8567-ede87a78e09e,,,HOME,67108864,4096,4194304,2538.5688,2336.6057
e12911d9-1550-4d77-914f-97f70c7c35f3,,,HOME,67108864,4096,4194304,1433.5478,1315.5756
1ab6376b-6c3a-4ed6-9dc3-3f342213a07a,,,HOME,67108864,4096,4194304,2476.7729,2445.408
33bf07c7-b7b9-47ba-bb49-65eedcc545a9,,,HOME,67108864,4096,4194304,1397.7064,1252.9298
cd46ded5-0883-44c4-8616-0d0a91b6855a,,,HOME,67108864,4096,4194304,2437.0317,2393.6507
136a3535-5bc5-4d5c-915f-5aa77cd14da7,,,HOME,67108864,4096,4194304,1294.2789,1223.6051
d7f1781a-82b2-4e2c-9d91-77276d03dfba,,,HOME,67108864,4096,4194304,1259.1902,1227.8905
a7d32246-0a59-4c8f-b0a4-20d998c3ca0d,,,HOME,67108864,4096,4194304,1198.1221,1168.467
82bba26a-2179-4942-82e8-f691c72b260c,,,HOME,67108864,4096,4194304,1306.1388,1276.839
584eccce-c48b-4f3b-95ad-bc9f0f96effa,,,HOME,67108864,4096,81920,2966.9979,2938.7542
0f4d110f-6436-41cb-9bbf-02a69fa6a601,,,HOME,67108864,4096,81920,3307.8823,2947.996
939d6d5b-d437-42e2-913b-3c207a147e21,,,HOME,67108864,4096,81920,2867.9216,2820.9498
ae424c0e-f0b0-406a-93be-8832232b19f2,,,HOME,67108864,4096,81920,2826.4592,2793.2844
33d7f995-4f04-4c97-90f1-c5a854628121,,,HOME,67108864,4096,81920,2870.6215,2844.8155
24494a02-c851-454b-b0eb-f4caf13fbba9,,,HOME,67108864,4096,81920,2958.4756,2906.7981
1305c0e7-10a2-49d2-8102-e5acad93a466,,,HOME,67108864,4096,81920,2705.6634,2662.6066
dd6632d5-54e7-46ed-82f5-b1e681034a62,,,HOME,67108864,4096,81920,2912.8619,2886.0781
b0f6de53-9b0a-4136-b762-a3e9518932fe,,,HOME,67108864,4096,81920,3031.3368,2998.2172
4ff4cf32-cf6f-467b-a90e-0671381c604c,,,HOME,67108864,4096,81920,3082.4008,3042.8407
0073f0ac-fbd2-40a1-a004-3ce3682c7f55,,,HOME,33554432,4194304,4194304,2913.2777,2860.2362
43c2bd0f-b6a4-4b99-a1f5-b77eec206429,,,HOME,33554432,4194304,4194304,1273.3448,1240.0092
2c8cd221-e17b-459e-acb9-bc55b8715941,,,HOME,33554432,4194304,4194304,2454.4835,2420.7623
71008f88-e84a-49a3-92ab-bde9f02ea8cc,,,HOME,33554432,4194304,4194304,1329.0958,1294.9787
845b7b69-fbe2-4bdc-a003-7dcd30447563,,,HOME,33554432,4194304,4194304,1247.2112,1215.3917
3f098896-45a0-47e4-8160-6ec310b0699a,,,HOME,33554432,4194304,4194304,1332.4298,1300.6602
b0e41150-63d6-47f1-9da3-60a94c5840d2,,,HOME,33554432,4194304,4194304,3353.9402,3312.1153
3410f03d-8d3e-4ac2-bb4a-36d9b09b8f33,,,HOME,33554432,4194304,4194304,2933.9287,2901.3276
1bca9e60-f808-4e6d-8fbd-57ff37fce5f7,,,HOME,33554432,4194304,4194304,1118.9175,1090.6977
d09d3ff8-4141-42e6-a33d-d10b53295a9b,,,HOME,33554432,4194304,4194304,2872.9162,2838.0356
cbf304ee-a2ec-423c-b2a6-9fa37fd6f36c,,,HOME,33554432,4194304,81920,2923.7964,2881.6757
929d0fc6-a347-46ec-a6ea-486134c277ac,,,HOME,33554432,4194304,81920,1246.1647,1209.5784
7659e41f-836a-4e8b-aa7a-8ff0db319aae,,,HOME,33554432,4194304,81920,2973.4359,2917.5508
e43a659f-36e4-4ea1-b0bb-8317aede3e12,,,HOME,33554432,4194304,81920,3097.5321,3061.8972
16c65607-2382-4057-9002-12e72b917b27,,,HOME,33554432,4194304,81920,2768.8085,2706.3185
9526d0ff-d743-4fe5-8ead-ccb784a23de8,,,HOME,33554432,4194304,81920,2897.0793,2864.7067
796c4b07-2987-4525-af81-fcc4bd82a88a,,,HOME,33554432,4194304,81920,1404.3255,1313.9765
b7415216-996d-4e6d-8b9d-28c8d9577f5f,,,HOME,33554432,4194304,81920,2643.9085,2601.4403
74233c09-550a-43d4-88ac-c00d9c588db4,,,HOME,33554432,4194304,81920,1273.9956,1234.1387
3578c245-5093-4397-9074-3012bde0d4a3,,,HOME,33554432,4194304,81920,2703.6164,2634.7335
d1517927-7f1e-40e0-8ba6-ca30b15dbf29,,,HOME,33554432,4194304,4096,1291.7158,1255.2915
794e4815-f69e-4299-9052-1c278df48d08,,,HOME,33554432,4194304,4096,2726.4993,2534.8105
32aa497d-f797-4fc4-98e4-962327021f42,,,HOME,33554432,4194304,4096,1120.542,1089.2919
60cafc88-f444-45ba-8338-2c832e725cbf,,,HOME,33554432,4194304,4096,1089.7296,1054.9228
b5b62dd9-fe5a-46f0-82ea-2e2d472b6bea,,,HOME,33554432,4194304,4096,1186.84,1154.0514
41de2cfe-7674-4b06-b83d-180da56cbede,,,HOME,33554432,4194304,4096,1038.8094,1001.8402
c04e51cb-246e-495a-8c39-a862580d639a,,,HOME,33554432,4194304,4096,3074.5308,3047.1724
63a701e5-4c59-4d2f-838b-f7c914dae04b,,,HOME,33554432,4194304,4096,2643.7208,2614.1302
0425fddd-9c4e-4ec8-9c08-a494ce189f86,,,HOME,33554432,4194304,4096,1189.1735,1159.9666
ecbbf8b3-55bd-47fb-97ba-f749d9c752d9,,,HOME,33554432,4194304,4096,2772.1072,2742.8049
693615a1-f3e0-4508-a19d-d41251382d40,,,HOME,33554432,4194304,1,1161.3528,1116.3834
60542e4e-620f-4d27-a215-4a933dabde87,,,HOME,33554432,4194304,1,2632.8854,2605.3485
55cde797-6323-4697-af01-5bc063c78309,,,HOME,33554432,4194304,1,1386.6512,1308.0273
5dace699-e556-433c-9462-97a8c42c045a,,,HOME,33554432,4194304,1,1049.3459,1012.7232
c3982955-87de-475a-b270-18c3c7ef6d32,,,HOME,33554432,4194304,1,1201.9979,1175.5866
0bdb0c32-27df-445d-9954-4e2b396c332f,,,HOME,33554432,4194304,1,2633.8811,2606.4557
5c7ff746-0ec6-487b-a3ce-c75dafa860f8,,,HOME,33554432,4194304,1,1326.9649,1282.4012
6c8b608c-2552-4f40-a5fa-9b7cec806284,,,HOME,33554432,4194304,1,2684.513,2513.4877
4f157416-1a78-4952-9c62-a4ce40badf33,,,HOME,33554432,4194304,1,3170.0991,3143.204
eeae37df-68fd-4720-b5c2-e555449f1a0e,,,HOME,33554432,4194304,1,3472.1443,3440.8987
59c2d12e-744b-4e6a-ab45-af560ca43260,,,HOME,33554432,2097152,4194304,1038.6408,998.0347
5fe04359-a6ed-406b-a9fc-9bafc5bbac45,,,HOME,33554432,2097152,4194304,1190.8841,1158.4447
0d6a281a-dfb9-4f68-94af-7dbd16fdb8d5,,,HOME,33554432,2097152,4194304,994.3256,965.3275
71a69510-8d32-495d-999e-e51789a0942b,,,HOME,33554432,2097152,4194304,953.4359,927.199
ad873cf2-a924-452a-8113-d43a6ad47153,,,HOME,33554432,2097152,4194304,1054.4377,1027.4559
8abae87c-6901-4291-a562-76bc28ab978d,,,HOME,33554432,2097152,4194304,825.1847,791.5178
14c21b35-b4ce-4e59-95f1-d38ef65f29c3,,,HOME,33554432,2097152,4194304,937.697,908.9443
e2cd68e6-e2e9-40f7-b3e7-4dcf0b31439b,,,HOME,33554432,2097152,4194304,1052.3676,1027.1513
d006d610-6d2d-474b-bb0b-15ae84738476,,,HOME,33554432,2097152,4194304,833.5512,806.0846
